City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,aldan,58.6031,125.3894,-11.78,95,100,3.01,RU,1731519256
364,amga,60.8953,131.9608,-26.88,100,70,0.79,RU,1731519257
365,revda,56.801,59.9303,-2.96,93,100,5.27,RU,1731519258
366,inirida,3.8653,-67.9239,35.25,45,78,0.71,CO,1731519259
367,al kharj,24.155,47.3346,27.32,19,3,2.14,SA,1731519260
368,tazovsky,67.4667,78.7,-27.94,100,92,2.03,RU,1731519262
369,nyurba,63.2842,118.3319,-19.91,97,92,2.96,RU,1731519263
370,tobruk,32.0836,23.9764,21.83,54,91,3.28,LY,1731519264
371,yuzhno-sukhokumsk,44.6581,45.6436,7.87,62,81,4.64,RU,1731519266
372,noosa heads,-26.3833,153.15,21.12,89,92,2.24,AU,1731519267
373,yuzhno-kurilsk,44.0306,145.8556,2.48,67,43,4.87,RU,1731519168
374,rawson,-43.3002,-65.1023,28.16,23,0,6.17,AR,1731519270
375,lae,-6.7221,146.9847,23.07,76,76,2.95,PG,1731519271
376,noumea,-22.2763,166.4572,24.46,70,72,1.81,NC,1731519010
377,hobyo,5.3505,48.5268,27.1,75,5,6.57,SO,1731519273
378,geraldton,-28.7667,114.6,19.23,82,74,4.63,AU,1731519274
379,lubao,14.9167,120.55,26.84,90,99,0.73,PH,1731519275
380,talara,-4.5772,-81.2719,25.42,61,0,5.14,PE,1731519277
381,tete,-16.1564,33.5867,28.69,61,59,0.52,MZ,1731519278
382,rosarito,32.3333,-117.0333,22.51,28,0,1.74,MX,1731519272
383,buka,40.8108,69.1986,3.11,55,100,2.28,UZ,1731519085
384,saint-pierre,-21.3393,55.4781,24.82,73,100,1.03,RE,1731519132
385,anatuya,-28.4606,-62.8347,33.06,17,0,4.52,AR,1731519098
386,buedu,8.2803,-10.3719,24.17,87,95,0.65,SL,1731519284
387,shimanovsk,52.0,127.7,-9.19,96,15,2.2,RU,1731519285
388,cambria,35.5641,-121.0808,13.92,72,42,0.45,US,1731519286
389,preobrazheniye,42.9019,133.9064,3.37,53,41,2.91,RU,1731519287
390,hirara,24.8,125.2833,26.15,94,75,4.63,JP,1731519288
391,esquipulas,14.5667,-89.35,28.23,78,75,2.06,GT,1731519289
392,tan-tan,28.438,-11.1032,20.97,68,40,6.69,MA,1731519290
393,mwene-ditu,-7.0,23.45,22.96,75,56,1.55,CD,1731519292
394,kaseda-shirakame,31.4167,130.3167,18.55,82,0,3.01,JP,1731519293
395,miyaly,48.8844,53.7836,-1.32,77,76,4.0,KZ,1731519294
396,rosetta,31.4044,30.4164,20.6,69,19,5.94,EG,1731519295
397,veinticinco de mayo,-35.4323,-60.1727,28.32,31,37,2.82,AR,1731519296
398,lindesberg,59.592,15.2304,7.84,95,91,1.76,SE,1731519297
399,berezovyy,51.6667,135.7,-6.94,56,96,2.17,RU,1731519298
400,ifanadiana,-21.3,47.6333,20.8,86,0,0.85,MG,1731519300
401,bima,-8.4667,118.7167,25.33,86,79,0.95,ID,1731519301
402,keflavik,64.0049,-22.5624,7.24,76,100,4.63,IS,1731519236
403,hayden,47.766,-116.7866,5.93,73,100,1.34,US,1731519256
404,saqqez,36.2499,46.2735,7.73,73,64,1.71,IR,1731519304
405,callao,-12.0667,-77.15,22.16,64,40,6.69,PE,1731519305
406,mitsamiouli,-11.3847,43.2844,27.08,77,9,3.03,KM,1731519307
407,tiverton,50.9,-3.4833,7.15,86,0,1.54,GB,1731519308
408,montepuez,-13.1256,38.9997,26.3,62,37,3.78,MZ,1731519309
409,sillamae,59.3997,27.7547,5.3,78,99,6.26,EE,1731519311
410,laojunmiao,39.8333,97.7333,3.19,48,97,1.9,CN,1731519314
411,port douglas,-16.4833,145.4667,23.74,78,24,0.6,AU,1731519315
412,baoding,38.8511,115.4903,10.08,91,100,1.33,CN,1731519274
413,macapa,0.0389,-51.0664,34.99,49,20,6.17,BR,1731519317
414,nishinoomote,30.7333,131.0,21.93,80,35,6.9,JP,1731519318
415,mangrol,21.1167,70.1167,27.47,60,0,2.63,IN,1731519321
416,glace bay,46.1969,-59.957,3.32,82,75,14.92,CA,1731519322
417,azul,-36.777,-59.8585,25.72,32,47,3.07,AR,1731519041
418,andergrove,-21.0833,149.1833,23.8,80,51,0.79,AU,1731519324
419,karratha,-20.7377,116.8463,29.88,36,28,7.32,AU,1731519325
420,namibe,-15.1961,12.1522,25.56,64,84,4.12,AO,1731519264
421,luganville,-15.5333,167.1667,25.65,89,93,1.92,VU,1731519328
422,east london,-33.0153,27.9116,17.52,67,75,3.6,ZA,1731519329
423,sola,-13.8833,167.55,27.02,82,100,5.94,VU,1731519330
424,jebrail,39.3992,47.0283,6.46,92,99,1.03,AZ,1731519331
425,papao,-17.75,-149.55,26.48,75,100,8.33,PF,1731519332
426,okha,53.5739,142.9478,-6.51,82,59,5.7,RU,1731519333
427,pangody,65.85,74.4859,-21.42,99,93,3.23,RU,1731519334
428,mujiayingzi,42.1167,118.7833,8.31,78,100,2.1,CN,1731519335
429,san luis de la loma,17.2706,-100.8939,28.78,69,97,2.82,MX,1731519337
430,santa cruz,-17.8,-63.1667,29.03,34,20,7.72,BO,1731519116
431,paracuru,-3.41,-39.0306,29.57,60,53,6.28,BR,1731519340
432,dunedin,-45.8742,170.5036,11.56,98,100,1.65,NZ,1731519040
433,fuxin,42.0156,121.6589,10.0,92,100,1.56,CN,1731519342
434,broome,42.2506,-75.833,7.97,50,0,2.57,US,1731519344
435,shimoda,34.6667,138.95,16.53,76,89,4.8,JP,1731519345
436,ormara,25.2088,64.6357,27.05,58,0,2.94,PK,1731519346
437,filiatra,37.15,21.5833,19.47,80,61,4.12,GR,1731519347
438,isetskoye,56.4858,65.3226,-8.87,94,81,2.32,RU,1731519348
439,chateaudun,48.0833,1.3333,6.8,77,93,4.86,FR,1731519349
440,sitka,57.0531,-135.33,2.94,87,40,0.0,US,1731519087
441,brookings,44.3114,-96.7984,6.73,100,100,1.54,US,1731519352
442,winslow,35.0242,-110.6974,6.1,45,0,1.54,US,1731519353
443,arraial do cabo,-22.9661,-42.0278,21.92,100,100,2.57,BR,1731519214
444,hungnam,39.8317,127.6186,9.06,73,43,2.05,KP,1731519355
445,tokar,18.4254,37.729,28.92,68,20,5.57,SD,1731519356
446,la gi,10.6667,107.7833,24.8,89,11,3.26,VN,1731519357
447,nar'yan-mar,67.6713,53.087,-0.58,98,100,4.22,RU,1731519359
448,banfora,10.6333,-4.7667,30.43,34,63,0.9,BF,1731519360
449,akrehamn,59.2667,5.1833,9.14,87,100,4.63,NO,1731519362
450,ancud,-41.8697,-73.8203,12.49,90,100,3.23,CL,1731519156
451,kolonia town,6.964,158.206,26.0,94,100,0.0,FM,1731519364
452,weno,7.4515,151.8468,28.01,76,76,3.96,FM,1731519269
453,usinsk,65.9939,57.5281,-7.14,95,100,5.74,RU,1731519367
454,san juan de miraflores,-12.1629,-76.9635,21.29,74,66,4.84,PE,1731519368
455,kuusamo,65.9667,29.1833,2.02,100,75,4.12,FI,1731519369
456,safford,32.834,-109.7076,13.19,25,0,1.54,US,1731519370
457,baiyin,36.5583,104.2081,5.15,70,0,1.22,CN,1731519371
458,madhipura,25.9167,86.7833,21.72,57,0,1.28,IN,1731519372
459,whangarei,-35.7317,174.3239,17.24,90,100,2.75,NZ,1731519374
460,sirte,31.2089,16.5887,22.83,54,100,4.54,LY,1731519375
461,hassi messaoud,31.6804,6.0729,23.92,29,0,1.03,DZ,1731519376
462,zaragoza,41.6561,-0.8773,11.68,68,75,3.09,ES,1731519093
463,palamos,41.8484,3.1291,12.22,65,100,5.63,ES,1731519378
464,tomohon,1.3346,124.8392,19.52,95,76,0.72,ID,1731519379
465,usakos,-22.0,15.6,25.81,30,4,4.87,NA,1731519381
466,twon-brass,4.3151,6.2418,27.54,80,68,5.57,NG,1731519382
467,altar,30.7,-111.8167,21.71,15,0,0.31,MX,1731519383
468,fort stockton,30.894,-102.8793,18.42,20,0,7.72,US,1731519384
469,vikasnagar,30.4683,77.775,18.04,53,8,3.04,IN,1731519385
470,vila franca do campo,37.7167,-25.4333,19.23,99,60,2.94,PT,1731519386
471,buala,-8.145,159.5921,26.01,83,52,1.49,SB,1731519387
472,yinchuan,38.4681,106.2731,7.31,78,0,0.42,CN,1731519389
473,toliara,-23.35,43.6667,24.62,76,26,6.14,MG,1731519227
474,ta`u,-14.2336,-169.5144,26.81,82,84,10.23,AS,1731519391
475,sambava,-14.2667,50.1667,24.03,80,10,3.66,MG,1731519392
476,barra de santo antonio,-9.4047,-35.5072,26.87,63,25,6.03,BR,1731519187
477,saint-philippe,-21.3585,55.7679,23.89,82,54,3.72,RE,1731519394
478,arar,30.9753,41.0381,18.01,63,0,0.0,SA,1731519395
479,sao vicente,-23.9631,-46.3919,21.08,77,100,1.54,BR,1731519169
480,dalmatovo,56.26,62.9362,-3.36,97,100,4.24,RU,1731519398
481,caleta de carquin,-11.0925,-77.6267,21.42,70,72,4.47,PE,1731519400
482,eydhafushi,5.1033,73.0708,28.21,67,68,3.17,MV,1731519401
483,hengchun,22.0042,120.7439,26.24,81,57,7.63,TW,1731519402
484,yeppoon,-23.1333,150.7333,22.31,87,100,4.91,AU,1731519404
485,soe,-9.8607,124.284,19.39,89,76,1.45,ID,1731519406
486,las tablas,7.7667,-80.2833,26.76,99,95,1.03,PA,1731519407
487,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1731519408
488,deniliquin,-35.5333,144.9667,10.61,76,18,4.78,AU,1731519409
489,turpan,42.9333,89.1667,12.49,44,99,0.89,CN,1731519188
490,ustrzyki dolne,49.4304,22.5938,-3.08,82,77,1.39,PL,1731519412
491,priladozhskiy,59.85,31.4833,4.61,79,100,5.41,RU,1731519413
492,meads,38.4126,-82.7091,16.29,48,0,3.6,US,1731519414
493,khilok,51.3674,110.4676,-17.49,97,4,1.0,RU,1731519415
494,tatarka,44.9589,41.9517,-0.1,88,38,2.77,RU,1731519416
495,asbury,42.5144,-90.7515,8.01,60,0,5.66,US,1731519417
496,ikovka,55.6089,64.9375,-7.71,95,96,2.42,RU,1731519380
497,szikszo,48.2,20.9333,1.04,58,13,0.66,HU,1731519420
498,awjilah,29.1081,21.2869,20.79,33,67,3.18,LY,1731519421
499,al qaryatayn,34.2296,37.2407,14.47,72,14,3.34,SY,1731519422
500,aioun,16.6614,-9.6149,30.43,15,0,1.82,MR,1731519423
501,gagliano del capo,39.8442,18.3695,14.68,63,20,5.66,IT,1731519424
502,hovd,48.0056,91.6419,-4.44,46,48,1.99,MN,1731519425
503,kushiro,42.975,144.3747,-1.47,80,11,2.57,JP,1731519427
504,orizona,-17.0314,-48.2958,23.45,84,99,4.76,BR,1731519428
505,cockburn town,21.4612,-71.1419,27.87,79,60,5.68,TC,1731519429
506,tomatlan,19.9333,-105.25,30.7,59,39,1.89,MX,1731519430
507,kargil,34.5667,76.1,-2.32,69,92,2.91,IN,1731519432
508,flekkefjord,58.2971,6.6607,6.1,76,100,4.04,NO,1731519435
509,puerto yuca,2.9383,-73.2083,33.22,48,79,2.41,CO,1731519436
510,conception bay south,47.4999,-52.9981,4.4,95,100,13.97,CA,1731519437
511,orhangazi,40.4892,29.3089,12.43,90,99,2.28,TR,1731519438
512,panjab,34.388,67.0233,-0.17,100,100,2.57,AF,1731519439
513,fort st. john,56.2499,-120.8529,-5.06,93,100,4.12,CA,1731519206
514,northam,51.0333,-4.2167,7.56,88,95,1.08,GB,1731519442
515,marsa alam,25.0757,34.8918,23.22,66,55,4.88,EG,1731519443
516,medvezh'yegorsk,62.9167,34.4667,3.14,93,100,5.02,RU,1731519445
517,baranchinskiy,58.1617,59.6991,-1.72,86,100,4.91,RU,1731519446
518,galesong,-5.3166,119.3661,26.66,77,60,1.81,ID,1731519447
519,juli,-16.2167,-69.45,13.86,53,59,4.31,PE,1731519448
520,drammen,59.7439,10.2045,9.82,91,85,1.75,NO,1731519350
521,lata,40.1629,-8.3327,7.35,89,85,2.11,PT,1731519451
522,al ain city,24.1917,55.7606,25.79,69,0,3.6,AE,1731519452
523,palmer,42.1584,-72.3287,8.28,32,0,5.14,US,1731519298
524,saint-joseph,-21.3667,55.6167,24.21,82,48,2.97,RE,1731519250
525,ladario,-19.0047,-57.6017,27.05,50,0,3.09,BR,1731519455
526,solnechnyy,50.7214,136.6319,-6.33,59,100,1.21,RU,1731519456
527,guardo,42.7897,-4.8482,5.82,74,77,8.02,ES,1731519458
528,guiratinga,-16.3494,-53.7583,28.05,59,100,1.15,BR,1731519460
529,rio claro,-22.4114,-47.5614,28.55,65,92,3.0,BR,1731519461
530,talnakh,69.4865,88.3972,-22.86,99,100,1.49,RU,1731519462
531,bayanhongor,46.7167,100.1167,-13.43,85,22,2.24,MN,1731519463
532,nadym,65.5333,72.5167,-23.07,99,87,4.04,RU,1731519466
533,sao jose de ribamar,-2.5619,-44.0542,31.21,73,37,7.22,BR,1731519467
534,salinas,36.6777,-121.6555,14.88,73,0,7.2,US,1731519468
535,amahai,-3.3333,128.9167,25.95,84,95,2.07,ID,1731519469
536,villa tecolutilla,18.2833,-93.3167,27.56,65,94,1.37,MX,1731519470
537,jayapura,-2.5333,140.7,24.66,90,100,1.76,ID,1731519472
538,isla del bosque,22.7333,-105.85,27.74,63,88,3.22,MX,1731519473
539,isla vista,34.4133,-119.861,22.42,36,0,0.45,US,1731519474
540,lincheng,19.9078,109.6858,23.56,78,74,1.46,CN,1731519475
541,el bauga,18.262,33.9081,29.09,29,2,5.51,SD,1731519476
542,asubulaq,49.5583,83.0558,-12.17,88,100,2.27,KZ,1731519477
543,ugoofaaru,5.6667,73.0,28.1,68,29,2.64,MV,1731519478
544,touros,-5.1989,-35.4608,28.34,60,4,7.15,BR,1731519479
545,barcelos,41.5388,-8.6151,12.7,53,99,0.85,PT,1731519481
546,rongelap,11.1635,166.8941,28.59,67,52,8.04,MH,1731519482
547,belyy yar,53.6039,91.3903,-10.06,73,100,2.0,RU,1731519483
548,unye,11.4502,13.962,29.3,24,58,3.63,NG,1731519484
549,hosszupalyi,47.393,21.7328,2.0,93,100,1.54,HU,1731519485
550,letlhakeng,-24.0944,25.0298,26.9,29,58,3.52,BW,1731519486
551,sylvan lake,52.3168,-114.0853,0.75,67,20,3.09,CA,1731519488
552,zhumadian,32.9794,114.0294,15.39,92,100,2.83,CN,1731519489
553,petrolina,-9.3986,-40.5008,32.03,51,20,3.6,BR,1731519490
554,thunder bay,48.4001,-89.3168,6.99,70,100,4.63,CA,1731519479
555,cavelossim,15.1726,73.9419,26.99,74,67,1.62,IN,1731519492
556,sakchu-up,40.3894,125.0467,10.22,75,100,1.54,KP,1731519493
557,bodo,67.28,14.405,6.02,84,75,15.43,NO,1731519495
558,kalmunai,7.4167,81.8167,26.79,83,99,1.9,LK,1731519496
559,baiti,13.745,-14.7482,32.69,19,43,1.78,SN,1731519497
560,al ghayzah,16.2079,52.176,26.8,55,12,3.67,YE,1731519498
561,aykhal,66.0,111.5,-27.99,100,64,3.76,RU,1731519499
562,fort meade,39.1082,-76.7432,10.44,44,0,2.06,US,1731519500
